id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
33039779,100 Walkscore Pearl District Condos 3BD 1,8534462,Pearl,45.524429999999995,-122.6807,Entire home/apt,400,30,7,296
33039799,Couch St Condos 3BD 2,8534462,Pearl,45.52347,-122.67983999999998,Entire home/apt,400,30,9,294
33039830,Couch St Condos 2BD 3,8534462,Pearl,45.52427,-122.68012,Entire home/apt,330,30,2,303
33039858,Couch St Condos Studio 3,8534462,Pearl,45.52341,-122.67943999999999,Entire home/apt,180,30,6,298
33039876,Couch St Condos 2BD 2,8534462,Pearl,45.52497,-122.68006000000001,Entire home/apt,330,30,4,307
33039906,Couch St Condos 1BD 11,8534462,Pearl,45.52346,-122.67997,Entire home/apt,190,30,1,309
33039932,Couch St Condos 1BD 12,8534462,Pearl,45.52467,-122.68066,Entire home/apt,190,30,0,303
33039957,Couch St Condos Studio 6,8534462,Pearl,45.52323,-122.67948,Entire home/apt,180,30,2,316
33039979,Couch St Condos Studio 5,8534462,Pearl,45.52462,-122.68113000000001,Entire home/apt,180,30,11,305
33040001,Couch St Condos Studio 4,8534462,Pearl,45.525209999999994,-122.68151,Entire home/apt,180,30,8,315
33040020,Couch St Condos 2BD 4,8534462,Pearl,45.52322,-122.68106,Entire home/apt,330,30,0,307
33040046,Couch St Condos Studio 1,8534462,Pearl,45.5233,-122.681,Entire home/apt,180,30,4,311
33040072,Market Street Condos Studio 5,8534462,Portland Downtown,45.513909999999996,-122.68593999999999,Entire home/apt,180,30,7,245
33040100,Market Street Condos 2BD 8,8534462,Portland Downtown,45.51433,-122.68615,Entire home/apt,300,30,2,249
33040122,Downtown Lux Apartments 1BD 6 F,8534462,Portland Downtown,45.518809999999995,-122.68001000000001,Entire home/apt,225,30,0,100
33040711,Downtown Lux Apartments 1BD 5 F,8534462,Portland Downtown,45.51979,-122.68083999999999,Entire home/apt,225,30,7,96
33041659,Downtown Lux Apartments 2BD 3 F,8534462,Portland Downtown,45.51961,-122.68025,Entire home/apt,340,30,2,100
33041692,Downtown Lux Apartments 2BD 2 F,8534462,Portland Downtown,45.52004,-122.68068000000001,Entire home/apt,340,30,0,100
33041721,Downtown Lux Apartments 2BD F,8534462,Portland Downtown,45.51983,-122.68225,Entire home/apt,340,30,1,100
33041751,Downtown Lux Apartments 1BD 4 F,8534462,Portland Downtown,45.51878,-122.68195,Entire home/apt,225,30,0,100
33041787,Downtown Lux Apartments Studio 1BD 10 F,8534462,Portland Downtown,45.52023,-122.68058,Entire home/apt,190,30,6,46
33041820,Downtown Lux Apartments 1BD 2 F,8534462,Portland Downtown,45.519090000000006,-122.68131000000001,Entire home/apt,225,30,0,100
33041870,Downtown Lux Apartments 1BD F,8534462,Portland Downtown,45.5183,-122.68188,Entire home/apt,225,30,0,100
33041901,Market Street Condos Studio 2 F,8534462,Portland Downtown,45.51426,-122.68603999999999,Entire home/apt,180,30,0,247
33041930,Market Street Condos 2 BD 7 F,8534462,Portland Downtown,45.51365,-122.68753000000001,Entire home/apt,300,30,1,252
33041956,Market Street Condos 1 BD 2 F,8534462,Portland Downtown,45.51501,-122.68626,Entire home/apt,190,30,0,272
33041970,Market Street Condos 1 BD 5 F,8534462,Portland Downtown,45.515609999999995,-122.68772,Entire home/apt,190,30,0,252
33041994,Market Street Condos 2 BD 4 F,8534462,Portland Downtown,45.51389,-122.68581,Entire home/apt,300,30,0,252
33042022,Market Street Condos 2 BD 1 F,8534462,Portland Downtown,45.51378,-122.68602,Entire home/apt,300,30,0,252
33042047,Market Street Condos 1 BD 3 F,8534462,Portland Downtown,45.51427,-122.68763999999999,Entire home/apt,190,30,0,252
33042075,Market Street Condos 1 BD 6 F,8534462,Portland Downtown,45.5155,-122.68561000000001,Entire home/apt,190,30,1,272
33042103,Market Street Condos 2 BD 2 F,8534462,Portland Downtown,45.51509,-122.6871,Entire home/apt,300,30,0,252
33042122,Market Street Condos 2 BD 3 F,8534462,Portland Downtown,45.51555,-122.68758000000001,Entire home/apt,300,30,0,252
33042156,Downtown Lux Apartments 1BD 6,8534462,Portland Downtown,45.518609999999995,-122.68051000000001,Entire home/apt,225,30,4,85
33042176,Downtown Lux Apartments 1BD 2,8534462,Portland Downtown,45.52048,-122.68228,Entire home/apt,225,30,0,88
33042705,Couch St Condos 1BD 10,8534462,Pearl,45.5235,-122.68063000000001,Entire home/apt,190,30,9,284
33043351,Couch St Condos 1BD 14,8534462,Pearl,45.525059999999996,-122.68113999999998,Entire home/apt,190,30,3,275
33043371,Couch St Condos 1BD 13,8534462,Pearl,45.52381,-122.68118999999999,Entire home/apt,190,30,4,316
33043391,Couch St Condos 2BD 1,8534462,Pearl,45.5244,-122.67998999999999,Entire home/apt,330,30,0,314
33043416,Downtown Portland Apartments 1BD3,8534462,Portland Downtown,45.51512,-122.68213999999999,Entire home/apt,190,30,0,316
33043445,Downtown Portland Apartments 2BD3,8534462,Portland Downtown,45.51596,-122.68302,Entire home/apt,330,30,0,316
33043468,Downtown Portland Apartments 1BD2,8534462,Portland Downtown,45.51665,-122.68141999999999,Entire home/apt,190,30,1,286
33043493,Downtown Portland Apartments Studio 2 F,8534462,Portland Downtown,45.51482,-122.68286,Entire home/apt,180,30,0,316
33043507,Downtown Portland Apartments 1BD4,8534462,Portland Downtown,45.51463,-122.68338999999999,Entire home/apt,190,30,0,316
33043534,Downtown Portland Apartments 1BD1,8534462,Portland Downtown,45.51672,-122.68342,Entire home/apt,190,30,0,316
33043563,Downtown Portland Apartments Studio 3 F,8534462,Portland Downtown,45.51648,-122.68218999999999,Entire home/apt,180,30,0,316
33043587,Downtown Portland Apartments Studio 1 F,8534462,Portland Downtown,45.5149,-122.68125,Entire home/apt,180,30,0,316
33043617,Downtown Portland Apartments 2BD2,8534462,Portland Downtown,45.51611,-122.68167,Entire home/apt,330,30,0,316
33043635,Downtown Portland Apartments 2BD1,8534462,Portland Downtown,45.51535,-122.68292,Entire home/apt,330,30,0,316
33043654,Pearl District Condos Studio 3,8534462,Pearl,45.52789,-122.68441000000001,Entire home/apt,180,30,3,275
33043680,Pearl District Condos Studio 4,8534462,Pearl,45.52877,-122.68409,Entire home/apt,180,30,4,270
33043701,Pearl District Condos Studio 2,8534462,Pearl,45.527029999999996,-122.68409,Entire home/apt,180,30,1,177
33043720,Downtown Lux Apartments 2BD 3,8534462,Portland Downtown,45.51892,-122.68218999999999,Entire home/apt,340,30,1,100
33043749,Downtown Lux Apartment 2BD 2,8534462,Portland Downtown,45.519040000000004,-122.67992,Entire home/apt,340,30,3,97
33043762,Downtown Lux Apartments 1BD 5,8534462,Portland Downtown,45.518609999999995,-122.68226999999999,Entire home/apt,225,30,7,89
33043887,Pearl District Condos 1 BD 5 F3,8534462,Pearl,45.53051,-122.68632,Entire home/apt,190,30,1,267
33043905,Couch St Condos 1BD 1,8534462,Pearl,45.52309,-122.67985,Entire home/apt,190,30,0,284
33043959,Pearl District Condos 1 BD 5,8534462,Pearl,45.53,-122.6858,Entire home/apt,190,30,0,267
33043981,Pearl District Condos 1 BD 2,8534462,Pearl,45.53098,-122.68303,Entire home/apt,190,30,0,52
33043996,Pearl District Condos 1 BD 4,8534462,Pearl,45.52966,-122.68481000000001,Entire home/apt,190,30,0,268
33044007,Pearl District Condos 1 BD 3,8534462,Pearl,45.53028,-122.68392,Entire home/apt,190,30,0,45
33044026,Market Street Condos 2 BD 7,8534462,Portland Downtown,45.51396,-122.68746999999999,Entire home/apt,300,30,3,218
33044068,Market Street Condos 1 BD 2,8534462,Portland Downtown,45.51338,-122.68713000000001,Entire home/apt,190,30,0,247
33044094,Market Street Condos 1 BD 5,8534462,Portland Downtown,45.515640000000005,-122.68603,Entire home/apt,190,30,2,249
33044115,Market Street Condos Studio 3,8534462,Portland Downtown,45.5154,-122.68635,Entire home/apt,180,30,3,259
33044135,Market Street Condos 2 BD 4,8534462,Portland Downtown,45.5134,-122.68695,Entire home/apt,300,30,3,247
33044150,Market Street Condos 2 BD 5,8534462,Portland Downtown,45.51531,-122.68633999999999,Entire home/apt,300,30,1,272
33044173,Market Street Condos 2 BD 1,8534462,Portland Downtown,45.514829999999996,-122.68553999999999,Entire home/apt,300,30,2,252
33044202,Market Street Condos 1 BD 3,8534462,Portland Downtown,45.51432,-122.68749,Entire home/apt,190,30,1,252
33044224,Market Street Condos 1 BD 6,8534462,Portland Downtown,45.51428,-122.68695,Entire home/apt,190,30,1,272
33044241,Market Street Condos 1 BD 1,8534462,Portland Downtown,45.51511,-122.68637,Entire home/apt,190,30,0,270
33044264,Market Street Condos 2 BD 6,8534462,Portland Downtown,45.51396,-122.68713000000001,Entire home/apt,300,30,8,249
33044283,Market Street Condos 2 BD 2,8534462,Portland Downtown,45.51354,-122.68713000000001,Entire home/apt,300,30,1,252
33044309,Market Street Condos 2 BD 3,8534462,Portland Downtown,45.51543,-122.68585,Entire home/apt,300,30,11,242
33044378,Market Street Condos Studio 2,8534462,Portland Downtown,45.51435,-122.68621,Entire home/apt,180,30,5,263
33044486,Couch St Condos 1BD 1 F2,8534462,Portland Downtown,45.51672,-122.68335,Entire home/apt,190,30,0,316
33044581,Couch St Condos Studio 4 F2,8534462,Portland Downtown,45.51485,-122.68212,Entire home/apt,180,30,0,316
33044604,Couch St Condos 2BD 4 F2,8534462,Portland Downtown,45.51628,-122.68208,Entire home/apt,330,30,0,316
33044624,Couch St Condos Studio 1 F2,8534462,Portland Downtown,45.515370000000004,-122.68177,Entire home/apt,180,30,0,316
33044711,Couch St Condos 1BD 5 F2,8534462,Portland Downtown,45.516059999999996,-122.68157,Entire home/apt,190,30,0,316
33044742,Couch St Condos 1BD 6 F2,8534462,Portland Downtown,45.5163,-122.6818,Entire home/apt,190,30,0,316
33044764,Couch St Condos 1BD 9 F2,8534462,Portland Downtown,45.516059999999996,-122.68356999999999,Entire home/apt,190,30,0,316
33044787,Couch St Condos 1BD 8 F2,8534462,Portland Downtown,45.51471,-122.68266000000001,Entire home/apt,190,30,0,316
33044810,Couch St Condos 1BD 10 F2,8534462,Portland Downtown,45.51442,-122.6821,Entire home/apt,190,30,0,316
33044831,Couch St Condos 1BD 14 F2,8534462,Portland Downtown,45.51661,-122.68168,Entire home/apt,190,30,0,316
33044859,Couch St Condos 1BD 13 F2,8534462,Portland Downtown,45.5145,-122.68328000000001,Entire home/apt,190,30,0,316
33044892,Couch St Condos 2BD 1 F2,8534462,Portland Downtown,45.5145,-122.6817,Entire home/apt,330,30,0,316
33044920,Couch St Condos 1BD 4 F2,8534462,Portland Downtown,45.51618,-122.68148000000001,Entire home/apt,190,30,0,316
33044955,Couch St Condos Studio 2 F2,8534462,Portland Downtown,45.514540000000004,-122.68181000000001,Entire home/apt,180,30,0,316
33044975,Couch St Condos 2BD 3 F2,8534462,Portland Downtown,45.51538,-122.68263999999999,Entire home/apt,330,30,0,316
33044989,Couch St Condos Studio 3 F2,8534462,Portland Downtown,45.51619,-122.6829,Entire home/apt,180,30,0,316
33045108,Couch St Condos 1BD 7 F2,8534462,Portland Downtown,45.515859999999996,-122.68163,Entire home/apt,190,30,0,316
33045122,Couch St Condos 1BD 3 F2,8534462,Portland Downtown,45.51533,-122.6829,Entire home/apt,190,30,0,316
33045143,Couch St Condos 1BD 2 F2,8534462,Portland Downtown,45.51506,-122.68312,Entire home/apt,190,30,0,316
33045280,Couch St Condos 2BD 2 F2,8534462,Portland Downtown,45.51488,-122.68356999999999,Entire home/apt,330,30,0,316
33045295,Couch St Condos 1BD 11 F2,8534462,Portland Downtown,45.51627,-122.68356000000001,Entire home/apt,190,30,0,316
33045320,Couch St Condos 1BD 12 F2,8534462,Portland Downtown,45.5149,-122.6833,Entire home/apt,190,30,0,316
33045339,Couch St Condos Studio 6 F2,8534462,Portland Downtown,45.516090000000005,-122.68133999999999,Entire home/apt,180,30,1,316
33045351,Couch St Condos Studio 5 F2,8534462,Portland Downtown,45.51453,-122.68351000000001,Entire home/apt,180,30,0,316
33045456,Modern Luxury Apartments 1 BD 4 F2,8534462,Portland Downtown,45.51571,-122.68336000000001,Entire home/apt,190,30,0,283
33045599,Downtown Lux Apartments 1BD 5 F2,8534462,Portland Downtown,45.51243,-122.6845,Entire home/apt,225,30,1,100
33045700,Pearl District Condos 1 BD 1 F3,8534462,Pearl,45.53001,-122.6856,Entire home/apt,190,30,5,0
33045728,Pearl District Condos 1 BD 6 F3,8534462,Pearl,45.53013,-122.68603999999999,Entire home/apt,190,30,6,40
33045753,Pearl District Condos 1 BD 2 F3,8534462,Pearl,45.53175,-122.68695,Entire home/apt,190,30,2,52
33045763,100 Walkscore Pearl District Condos 1BD 11 F,8534462,Pearl,45.52337,-122.67985,Entire home/apt,190,30,2,314
33045782,100 Walkscore Pearl District Condos 1BD 12 F,8534462,Pearl,45.524640000000005,-122.67938000000001,Entire home/apt,190,30,4,301
33045797,100 Walkscore Pearl DIstrict Condos Studio 6 F,8534462,Pearl,45.524390000000004,-122.6795,Entire home/apt,180,30,2,316
33045816,100 Walkscore Pearl District Condos Studio 5 F,8534462,Pearl,45.523720000000004,-122.68146000000002,Entire home/apt,180,30,1,311
33045840,100 Walkscore Pearl District Condos Studio 4 F,8534462,Pearl,45.523109999999996,-122.68146000000002,Entire home/apt,180,30,0,314
33045856,100 Walkscore Pearl District Condos 2BD 4 F,8534462,Pearl,45.523540000000004,-122.67963,Entire home/apt,330,30,1,316
33045872,100 Walkscore Pearl District Condos Studio 1 F,8534462,Pearl,45.52427,-122.67947,Entire home/apt,180,30,2,316
33045890,100 Walkscore Pearl District Condos 1BD 10 F,8534462,Pearl,45.52373,-122.68121000000001,Entire home/apt,190,30,0,316
33045911,100 Walkscore Pearl District Condos 1BD 14 F,8534462,Pearl,45.52353,-122.68121000000001,Entire home/apt,190,30,3,283
33045932,100 Walkscore Pearl District Condos 1BD 13 F,8534462,Pearl,45.52343,-122.68073999999999,Entire home/apt,190,30,0,315
33045942,100 Walkscore Pearl District Condos 2BD 1 F,8534462,Pearl,45.524570000000004,-122.6795,Entire home/apt,330,30,0,316
33045958,100 Walkscore Pearl District Condos 1BD 1 F,8534462,Pearl,45.52446,-122.68128999999999,Entire home/apt,190,30,0,316
33045974,Pearl District Condos Studio 3 F,8534462,Pearl,45.52791,-122.68596000000001,Entire home/apt,180,30,1,283
33045990,Market Street Condos Studio 3 F,8534462,Portland Downtown,45.51517,-122.6871,Entire home/apt,180,30,1,272
33046009,Modern Luxury Apartments 2 BD 1 F,8534462,Portland Downtown,45.51636,-122.6825,Entire home/apt,300,30,2,211
33046021,Modern Luxury Apartments 2 BD F,8534462,Portland Downtown,45.51624,-122.68173999999999,Entire home/apt,300,30,0,209
33046033,Modern Luxury Apartments Open 1 BD F,8534462,Portland Downtown,45.515679999999996,-122.68211000000001,Entire home/apt,190,30,5,187
33046046,Modern Luxury Apartments 1 BD F,8534462,Portland Downtown,45.516490000000005,-122.68157,Entire home/apt,190,30,0,206
33046061,Modern Luxury Apartments 1 BD 2 F,8534462,Portland Downtown,45.51657,-122.68203000000001,Entire home/apt,190,30,1,262
33046075,Modern Luxury Apartments 1 BD 4 F,8534462,Portland Downtown,45.516020000000005,-122.68299999999999,Entire home/apt,190,30,0,283
33046090,Pearl District Condos Studio 4 F,8534462,Pearl,45.52732,-122.6846,Entire home/apt,180,30,2,283
33046104,Pearl District Condos Studio 2 F,8534462,Pearl,45.52775,-122.68493000000001,Entire home/apt,180,30,0,180
33046160,100 Walkscore Pearl District Condos 1BD 3 F,8534462,Pearl,45.52365,-122.68126000000001,Entire home/apt,190,30,1,316
33046171,100 Walkscore Pearl District Condos 1BD 2 F,8534462,Pearl,45.52329,-122.68,Entire home/apt,190,30,0,312
33046194,100 Walkscore Pearl District Condos 1BD 4 F,8534462,Pearl,45.524429999999995,-122.67926999999999,Entire home/apt,190,30,0,316
33046213,100 Walkscore Pearl District Condos Studio 2 F,8534462,Pearl,45.523509999999995,-122.6798,Entire home/apt,180,30,1,316
33046228,100 Walkscore Pearl District Condos 2BD 3 F,8534462,Pearl,45.52377,-122.68076,Entire home/apt,330,30,1,316
33046244,100 Walkscore Pearl District Condos Studio 3 F,8534462,Pearl,45.52347,-122.68008,Entire home/apt,180,30,0,316
33046263,100 Walkscore Pearl District Condos 2BD 2 F,8534462,Pearl,45.52473,-122.67988999999999,Entire home/apt,330,30,6,310
33046284,100 Walkscore Pearl District Condos 1BD 5 F,8534462,Pearl,45.52317,-122.68085,Entire home/apt,190,30,0,316
33046307,100 Walkscore Pearl District Condos 1BD 6 F,8534462,Pearl,45.52337,-122.68072,Entire home/apt,190,30,0,316
33046326,100 Walkscore Pearl District Condos 1BD 9 F,8534462,Pearl,45.52309,-122.67973,Entire home/apt,190,30,1,316
33046348,100 Walkscore Pearl District Condos 1BD 8 F,8534462,Pearl,45.52305,-122.68088,Entire home/apt,190,30,1,316
33046364,100 Walkscore Pearl District Condos 1BD 7 F,8534462,Pearl,45.52333,-122.68064,Entire home/apt,190,30,0,315
33046379,Market Street Condos 1 BD 1 F,8534462,Portland Downtown,45.51546,-122.68555,Entire home/apt,190,30,0,272
33046390,Market Street Condos 2 BD 6 F,8534462,Portland Downtown,45.51517,-122.68775,Entire home/apt,300,30,0,249
33046407,Market Street Condos 2 BD 5 F,8534462,Portland Downtown,45.51378,-122.68646000000001,Entire home/apt,300,30,0,272
33046419,Market Street Condos Studio 1 F,8534462,Portland Downtown,45.51552,-122.6865,Entire home/apt,180,30,1,272
33046432,Pearl District Condos 1 BD 5 F,8534462,Pearl,45.53025,-122.68332,Entire home/apt,190,30,0,156
33046445,Pearl District Condos 1 BD 4 F,8534462,Pearl,45.529720000000005,-122.68328000000001,Entire home/apt,190,30,0,156
33046462,Pearl District Condos 1 BD 1 F,8534462,Pearl,45.530159999999995,-122.6829,Entire home/apt,190,30,0,100
33046489,Pearl District Condos 1 BD 6 F,8534462,Pearl,45.531079999999996,-122.68641000000001,Entire home/apt,190,30,1,100
33046505,Pearl District Condos 1 BD 2 F,8534462,Pearl,45.52978,-122.68638999999999,Entire home/apt,190,30,0,100
33046513,Pearl District Condos 1 BD 3 F,8534462,Pearl,45.5313,-122.6834,Entire home/apt,190,30,0,100
33046549,Downtown Lux Apartments 1BD,8534462,Portland Downtown,45.52013,-122.68173,Entire home/apt,225,30,3,56
33046571,Downtown Lux Apartments 2BD,8534462,Portland Downtown,45.5189,-122.68158999999999,Entire home/apt,340,30,3,100
33166512,Center Guest Suite,129804065,Portland Downtown,45.51867,-122.68013,Entire home/apt,250,30,0,365
33619387,*NEW “Roma’s Place” : Historic Little City House ~,28688984,Portland Downtown,45.50871,-122.68281,Entire home/apt,146,2,19,156
33663000,Peaceful Park Abode,52419051,Pearl,45.52599,-122.67853999999998,Entire home/apt,68,30,2,235
34176428,"Portland Waterfront Park, 1-Bedroom #1",10981379,Old Town/Chinatown,45.51992,-122.67036999999999,Entire home/apt,162,30,0,1
34254663,"Portland Waterfront Park, 1-Bedroom #2",10981379,Old Town/Chinatown,45.521570000000004,-122.67227,Entire home/apt,162,30,0,1
34255660,"Portland Waterfront Park, 1-Bedroom Z #1",10981379,Portland Downtown,45.51798,-122.67286999999999,Entire home/apt,162,30,0,0
34255678,"Portland Waterfront Park, 1-Bedroom Z #2",10981379,Old Town/Chinatown,45.52155,-122.67045,Entire home/apt,162,30,0,0
34257735,"Portland Waterfront Park, 1-Bedroom Pent #1",10981379,Old Town/Chinatown,45.519659999999995,-122.6716,Entire home/apt,179,30,0,12
34257737,"Portland Waterfront Park, 1-Bedroom Pent Z #1",10981379,Old Town/Chinatown,45.52171,-122.67071999999999,Entire home/apt,179,30,0,5
34257763,"Portland Waterfront Park, 1-Bedroom Pent SN #1",10981379,Portland Downtown,45.51945,-122.6715,Entire home/apt,179,30,0,8
34257770,"Portland Waterfront Park, 1-Bedroom Pent S #1",10981379,Old Town/Chinatown,45.52135,-122.67206000000002,Entire home/apt,179,30,0,0
34282925,"Portland Waterfront Park, 1-Bedroom Pres #1",10981379,Old Town/Chinatown,45.521609999999995,-122.67048,Entire home/apt,260,30,0,16
34282929,"Portland Waterfront Park, 1-Bedroom Pres SN #1",10981379,Old Town/Chinatown,45.520379999999996,-122.67183,Entire home/apt,260,30,0,5
34282945,"Portland Waterfront Park, 1-Bedroom Pres Z #1",10981379,Old Town/Chinatown,45.5215,-122.67023,Entire home/apt,260,30,0,6
34282951,"Portland Waterfront Park, 1-Bedroom Pres S #1",10981379,Old Town/Chinatown,45.519859999999994,-122.67055,Entire home/apt,260,30,0,0
34285215,"Portland Waterfront Park, 2-Bedroom Pres #1",10981379,Old Town/Chinatown,45.51993,-122.6707,Entire home/apt,295,30,0,5
34285219,"Portland Waterfront Park, 2-Bedroom Pres Z #1",10981379,Old Town/Chinatown,45.51981,-122.67159,Entire home/apt,295,30,0,0
34285228,"Portland Waterfront Park, 2-Bedroom Pres SN #1",10981379,Old Town/Chinatown,45.52041,-122.67204,Entire home/apt,295,30,0,1
